exp,Fecha,variable,value
1,2020-03-12,Apertura 50%,0.0
1,2020-03-13,Apertura 50%,0.0
1,2020-03-14,Apertura 50%,0.0
1,2020-03-15,Apertura 50%,0.0
1,2020-03-16,Apertura 50%,0.0
1,2020-03-17,Apertura 50%,0.0
1,2020-03-18,Apertura 50%,0.0
1,2020-03-19,Apertura 50%,0.0
1,2020-03-20,Apertura 50%,0.0
1,2020-03-21,Apertura 50%,0.0
1,2020-03-22,Apertura 50%,0.0
1,2020-03-23,Apertura 50%,0.0
1,2020-03-24,Apertura 50%,0.0
1,2020-03-25,Apertura 50%,0.0
1,2020-03-26,Apertura 50%,0.0
1,2020-03-27,Apertura 50%,0.0
1,2020-03-28,Apertura 50%,0.0
1,2020-03-29,Apertura 50%,0.0
1,2020-03-30,Apertura 50%,0.0
1,2020-03-31,Apertura 50%,0.0
1,2020-04-01,Apertura 50%,0.0
1,2020-04-02,Apertura 50%,0.0
1,2020-04-03,Apertura 50%,0.0
1,2020-04-04,Apertura 50%,0.0
1,2020-04-05,Apertura 50%,0.0
1,2020-04-06,Apertura 50%,0.0
1,2020-04-07,Apertura 50%,0.0
1,2020-04-08,Apertura 50%,0.0
1,2020-04-09,Apertura 50%,0.0
1,2020-04-10,Apertura 50%,0.0
1,2020-04-11,Apertura 50%,0.0
1,2020-04-12,Apertura 50%,0.0
1,2020-04-13,Apertura 50%,0.0
1,2020-04-14,Apertura 50%,0.0
1,2020-04-15,Apertura 50%,0.0
1,2020-04-16,Apertura 50%,0.0
1,2020-04-17,Apertura 50%,0.0
1,2020-04-18,Apertura 50%,0.0
1,2020-04-19,Apertura 50%,0.0
1,2020-04-20,Apertura 50%,0.0
1,2020-04-21,Apertura 50%,0.0
1,2020-04-22,Apertura 50%,0.0
1,2020-04-23,Apertura 50%,0.0
1,2020-04-24,Apertura 50%,0.0
1,2020-04-25,Apertura 50%,0.0
1,2020-04-26,Apertura 50%,0.0
1,2020-04-27,Apertura 50%,0.0
1,2020-04-28,Apertura 50%,0.0
1,2020-04-29,Apertura 50%,0.0
1,2020-04-30,Apertura 50%,1.4282857714171451e-05
1,2020-05-01,Apertura 50%,1.4282857714171451e-05
1,2020-05-02,Apertura 50%,1.4282857714171451e-05
1,2020-05-03,Apertura 50%,1.4282857714171451e-05
1,2020-05-04,Apertura 50%,5.7131430856685804e-05
1,2020-05-05,Apertura 50%,7.141428857085725e-05
1,2020-05-06,Apertura 50%,7.141428857085725e-05
1,2020-05-07,Apertura 50%,8.56971462850287e-05
1,2020-05-08,Apertura 50%,8.56971462850287e-05
1,2020-05-09,Apertura 50%,8.56971462850287e-05
1,2020-05-10,Apertura 50%,8.56971462850287e-05
1,2020-05-11,Apertura 50%,9.998000399920016e-05
1,2020-05-12,Apertura 50%,0.00011426286171337161
1,2020-05-13,Apertura 50%,0.0001428285771417145
1,2020-05-14,Apertura 50%,0.0001713942925700574
1,2020-05-15,Apertura 50%,0.00018567715028422886
1,2020-05-16,Apertura 50%,0.0001999600079984003
1,2020-05-17,Apertura 50%,0.00022852572342674322
1,2020-05-18,Apertura 50%,0.00025709143885508615
1,2020-05-19,Apertura 50%,0.0003142228697117719
1,2020-05-20,Apertura 50%,0.00035707144285428627
1,2020-05-21,Apertura 50%,0.0004142028737109721
1,2020-05-22,Apertura 50%,0.0004713343045676579
1,2020-05-23,Apertura 50%,0.0005284657354243437
1,2020-05-24,Apertura 50%,0.0005855971662810295
1,2020-05-25,Apertura 50%,0.0006712943125660582
1,2020-05-26,Apertura 50%,0.000728425743422744
1,2020-05-27,Apertura 50%,0.0007569914588510869
1,2020-05-28,Apertura 50%,0.0007998400319936012
1,2020-05-29,Apertura 50%,0.0008426886051361157
