exp,Fecha,R0,Rt,Cuarentena
0,2020-03-06,0.0,0.0,0.0
0,2020-03-07,0.00013276392361648927,0.24285714285714285,0.0
0,2020-03-08,0.0006859469386851946,0.4239130434782609,0.0
0,2020-03-09,0.0010178567477264178,0.4903846153846154,0.0
0,2020-03-10,0.0012170026331511517,0.5309734513274337,0.0
0,2020-03-11,0.001460403159781382,0.5760000000000001,0.0
0,2020-03-12,0.001681676365808864,0.5909090909090909,0.0
0,2020-03-13,0.0023233686632885622,0.5394736842105263,0.0
0,2020-03-14,0.0030314429225765053,0.4858757062146893,0.0
0,2020-03-15,0.0037837718230699447,0.4663212435233161,0.0
0,2020-03-16,0.004359082158741398,0.42857142857142855,0.0
0,2020-03-17,0.004690991967782621,0.4821428571428572,0.0
0,2020-03-18,0.0054211935476733124,0.5639097744360902,0.0
0,2020-03-19,0.006505432257207975,0.6352201257861635,0.0
0,2020-03-20,0.007324143119509658,0.6768802228412256,0.0
0,2020-03-21,0.00818710862301684,0.6569148936170213,0.0
0,2020-03-22,0.008762418958688293,0.4525745257452575,0.0
0,2020-03-23,0.009027946805921271,0.3873626373626374,0.0
0,2020-03-24,0.009204965370743256,0.3783783783783784,0.0
0,2020-03-25,0.00953687517978448,0.3672922252010724,0.6838227159073308
0,2020-03-26,0.009802403027017459,0.3648648648648649,0.7519748633637953
0,2020-03-27,0.010001548912442192,0.3163841807909605,0.7481468368995199
0,2020-03-28,0.010222822118469675,0.24404761904761904,0.7453145398623681
0,2020-03-29,0.010554731927510897,0.21474358974358973,0.7529927201115217
0,2020-03-30,0.010731750492332883,0.20819112627986347,0.786183701015644
0,2020-03-31,0.010864514415949373,0.2183098591549296,0.733631314584117
0,2020-04-01,0.011041532980771358,0.2519083969465649,0.7265284446706348
0,2020-04-02,0.011329188148607085,0.2088888888888889,0.7272586462505255
0,2020-04-03,0.011550461354634568,0.20918367346938774,0.7144026729803288
0,2020-04-04,0.011683225278251056,0.24074074074074076,0.7142256544155068
0,2020-04-05,0.011815989201867546,0.2797202797202797,0.7288960679751288
0,2020-04-06,0.011882371163675791,0.2740740740740741,0.773880910760516
0,2020-04-07,0.012015135087292279,0.2932330827067669,0.7181200628415905
0,2020-04-08,0.012147899010908769,0.2698412698412698,0.7087823335472307
0,2020-04-09,0.012324917575730754,0.2926829268292683,0.7025645564578585
0,2020-04-10,0.012457681499347244,0.3025210084033613,0.767641006350541
0,2020-04-11,0.012524063461155489,0.2702702702702703,0.8012745336667183
0,2020-04-12,0.012546190781758237,0.24242424242424246,0.7526829376230832
0,2020-04-13,0.012612572743566482,0.2065217391304348,0.7755183324851194
0,2020-04-14,0.012678954705374727,0.25555555555555554,0.7297811607992388
0,2020-04-15,0.012789591308388467,0.26666666666666666,0.7271480096475118
0,2020-04-16,0.01290022791140221,0.36781609195402293,0.7141371451330958
0,2020-04-17,0.013099373796826942,0.3717948717948718,0.7254884606023057
0,2020-04-18,0.013165755758635187,0.38461538461538464,0.7043789967472839
0,2020-04-19,0.013276392361648928,0.3918918918918919,0.7305334896997323
0,2020-04-20,0.013320647002854425,0.39436619718309857,0.7623968313676897
0,2020-04-21,0.013342774323457172,0.4428571428571429,0.7110835748899166
0,2020-04-22,0.013453410926470913,0.4264705882352941,0.7045781426327086
0,2020-04-23,0.01349766556767641,0.4032258064516129,0.7123005775230677
0,2020-04-24,0.013541920208881907,0.3272727272727273,0.7054632354568185
0,2020-04-25,0.0136304294912929,0.3333333333333333,0.6985816387493639
0,2020-04-26,0.013652556811895648,0.35185185185185186,0.7078529860819154
0,2020-04-27,0.013696811453101143,0.36538461538461536,0.7505365875246166
0,2020-04-28,0.013696811453101143,0.35294117647058826,0.6748168964220123
0,2020-04-29,0.013829575376717633,0.38,0.6747726417808068
0,2020-04-30,0.013895957338525878,0.3541666666666667,0.6684884827296262
0,2020-05-01,0.014006593941539618,0.4,0.6613634854955414
0,2020-05-02,0.014095103223950611,0.4222222222222222,0.7039585776558317
0,2020-05-03,0.01411723054455336,0.4390243902439024,0.6817427477706725
0,2020-05-04,0.014183612506361605,0.4651162790697674,0.7246476224194013
0,2020-05-05,0.0142278671475671,0.5111111111111111,0.6558095280242515
0,2020-05-06,0.014316376429978094,0.5227272727272727,0.6477994379660567
0,2020-05-07,0.014427013032991836,0.4782608695652174,0.6474011461952073
0,2020-05-08,0.014515522315402828,0.5,0.6492598411258381
0,2020-05-09,0.014604031597813821,0.4897959183673469,0.6404531675259443
0,2020-05-10,0.01473679552143031,0.5357142857142857,0.644170557387206
0,2020-05-11,0.014869559445046799,0.4821428571428572,0.6731130927356006
