"","replicate","time","S","E","A","I1","I2","I3","R","D","obs"
"1","1",0,1028736,0,0,2,0,0,0,0,0
"2","1",1,1028734.32866528,1.51762829121251,0.0108991800925576,1.95138058873158,0.00580213609331735,0.000682480700344028,0.128247298102205,0.0064975602656226,0
"3","1",2,1028732.59530689,2.82325672919851,0.0213434747110824,2.0533638152378,0.0182328884139522,0.00254356819273339,0.258739158980896,0.0139099765397268,0
"4","1",3,1028730.68331095,4.06023257630434,0.0311467390472629,2.28168422999832,0.0360644871910358,0.0054132468168563,0.400639547924605,0.0232212184218468,0
"5","1",4,1028728.48809722,5.33565980342253,0.0411773740467064,2.62669126246605,0.0588086264454819,0.00923291497020468,0.562003463141836,0.035288449468623,0
"6","1",5,1028725.90644865,6.73646336999754,0.0521354978321185,3.08949113904739,0.0865140045330095,0.0140276226137458,0.750614283618807,0.0509383321195154,0
"7","1",6,1028722.82845602,8.34027513847161,0.0646396594958648,3.67971430833059,0.119647832584407,0.0198903840793467,0.97462682522618,0.071040506455444,0
"8","1",7,1028719.13081101,10.2231733181612,0.0792914919885933,4.41440584766806,0.159035049798253,0.0269748864092641,1.24309114473412,0.0965671021606087,0
"9","1",8,1028714.6703841,12.4657631857368,0.0967225702854195,5.31771560116698,0.205838229778426,0.0354943091424445,1.56644228405742,0.128647973782645,0
"10","1",9,1028709.2779066,15.1581637174103,0.117637810831792,6.42115656213496,0.261566189492419,0.0457245165587467,1.95697341868032,0.168623855096478,1
"11","1",10,1028702.75085241,18.4047370969324,0.142849004996483,7.76439903307025,0.328109024873691,0.0580115540695145,2.42936093353733,0.21810515694,0
"12","1",11,1028694.84548701,22.3288102987161,0.173316417220134,9.39647510461775,0.407793187099506,0.0727824869848034,3.00124619855439,0.27903702247861,1
"13","1",12,1028685.26745546,27.0778404999317,0.210185355847285,11.3774443843334,0.503458679134746,0.0905601034160603,3.69392034352085,0.353775864618832,0
