replicate,time,S,E,A,I1,I2,I3,R,D,obs
1,0,2533424,0,0,2,0,0,0,0,0
1,1,2533422.0481503354,1.7682850367582643,0.03449225073699514,1.8793468414352208,-0.013485272706833352,-3.238755887430705e-4,0.19202742992970712,-5.557784383167498e-6,NA
1,2,2533419.9549878915,3.3497576727219545,0.1247077441924777,2.020020675068593,-0.02349615246727265,-0.0011477036634654461,0.39088757010145275,-4.070600815000131e-5,NA
1,3,2533417.376337968,5.08949714359625,0.26334736769004835,2.387802483527259,-0.03012697115912216,-0.0022685565804756286,0.6258764715934769,-1.2526537169033918e-4,NA
1,4,2533413.9777575983,7.262321779277735,0.45516094420444697,2.998181233516073,-0.03344070493323135,-0.0035067451640482727,0.9254150097109954,-2.695072648180027e-4,NA
1,5,2533409.3701600605,10.143627211132218,0.7142152937150692,3.9051392323752236,-0.033386686986840934,-0.004700176311063268,1.3224001672972046,-4.751885392096014e-4,NA
1,6,2533403.053933753,14.059907484236996,1.063683806080861,5.200228020174565,-0.029736457416743807,-0.0056960240279676,1.8588563767203057,-7.362321753975754e-4,NA
1,7,2533394.358807811,19.434139504118367,1.537387084360461,7.01879229184293,-0.02201852237926043,-0.006340320312255893,2.590943586453593,-0.0010389390473587042,NA
1,8,2533382.3696143525,26.835857665610092,2.1828642256404,9.552441989361657,-0.009438456101413856,-0.006465286971987818,3.5951397031474497,-0.001361624347676012,NA
1,9,2533365.828384046,37.04376543840713,3.066094375137164,13.068259344621081,0.009227711351457387,-0.005873686529157661,4.976392323038299,-0.0016735509174196901,NA
1,10,2533343.0015516863,51.128801993584,4.278263103561222,17.936348676318907,0.03578016601234891,-0.0043189620026335045,6.879173529428034,-0.001932980585590544,NA
1,11,2533311.497871675,70.56707041044224,5.945227975919779,24.66839615414106,0.07279872223550436,-0.001479383236482505,9.502636568120757,-0.0020840910265200953,NA
1,12,2533268.0178800407,97.39470569546444,8.240640538311034,33.97114164350425,0.12392494734781961,0.0030762707348749225,13.12147058165017,-0.002052402395889119,NA
1,13,2533208.008140132,134.42132513652192,11.404105596622141,46.820392132443395,0.19425361196487786,0.009934970468458643,18.114683764423102,-0.001738199570931105,NA
1,14,2533125.1849900773,185.5238827150656,15.766220870164714,64.563090753491,0.29087380999332363,0.01990223506188488,25.00525761152756,-0.0010072619907570204,NA
1,15,2533010.8770884653,256.0522034714245,21.78316115058145,89.05830310191757,0.42361778935597955,0.03408806493343554,34.514904974153986,3.2210312380957914e-4,0
1,16,2532853.1188117494,353.3880703751764,30.08438255905137,122.87169871455868,0.606095387818643,0.0540248493640039,47.639612425238425,0.002497077778462076,0
1,17,2532635.400683739,487.71561075464064,41.53839380279295,169.54369669146155,0.8571218328256905,0.08182946480239635,65.75382498835354,0.00585528268591539,0
1,18,2532334.945655612,673.0835940123778,57.34352633898737,233.95953768431212,1.2026901244710957,0.12042669746564955,90.75430059481272,0.010859308761622357,0
1,19,2532333.3040413246,552.5675526703483,72.25240671256732,294.72437613221047,1.6586104760872251,0.17362135938974438,124.09144521591128,0.018141966535069356,0
1,20,2532331.3686315734,454.1615939036519,81.21330701556488,331.2411063705288,2.1761680322535297,0.24405489210755835,163.4611423916823,0.02851039448158564,0
1,21,2532329.2666534064,373.74286690556755,85.73590842725346,349.66457832799665,2.706045267558883,0.33167696073092995,206.24678369844716,0.04283492131894997,1
1,22,2532327.093929918,307.96448556781445,86.99611557191682,354.7888290514958,3.2145460928855645,0.43458238405983757,250.50662519913658,0.06193332829422611,0
1,23,2532324.920296193,254.10964174065344,85.90547475160768,350.33010568282776,3.679713923408642,0.5498043801279368,294.8235245439156,0.08649868202249729,0
1,24,2532322.7954896265,209.9721501953186,83.16650416665664,339.15245018901174,4.088320567874274,0.6738743673041294,338.1862739189617,0.117061271160185,0
1,25,2532320.7538081557,173.7596448522259,79.31691001704824,323.44797076583797,4.433530977277258,0.8032096776743873,379.89572638173667,0.153973733016679,1
1,26,2532318.8177710674,144.01535005253024,74.7647580783234,304.8802378890849,4.713109629248034,0.9343699832515474,419.49099762021933,0.19741241398567416,0
1,27,2532317.0010052235,119.55453423672833,69.8165707212161,284.6988368031786,4.928041586552108,1.0642203035639404,456.6912613410696,0.24738865687723355,0
1,28,2532315.3104934683,99.41321898074233,64.69956596339694,263.8300366095606,5.081491292437595,1.1900221656821526,491.35038701544374,0.303766716023742,0
1,29,2532313.7483296203,82.8065789365083,59.579323402652435,242.94881442406574,5.1780179113520495,1.3094756724913914,523.421515201227,0.3662848162590688,0
1,30,2532312.3130800775,69.09522697612229,54.573772946965434,222.53588734162747,5.222991700032251,1.4207270446249392,552.9295574944359,0.43457734522172287,0
1,31,2532311.0008322755,57.7579146134901,49.7642291904871,202.92269933280681,5.222167434825433,1.5223524182267643,579.9500063295262,0.5081968690283336,0
1,32,2532309.8059986024,48.369385255549744,45.20409058403453,184.32688739949631,5.181377417608188,1.6133269943970903,604.5926739087346,0.586634880709364,0
1,33,2532308.721926334,40.582426345639156,40.92566433866489,166.88010627519893,5.10631703525758,1.6929852895452888,626.9893424152855,0.6693407959348934,0
1,34,2532307.741356319,34.1133079301725,36.94550787737535,150.64980505485337,5.002400165053625,1.7609771900049442,647.2844651028087,0.7557388277636278,0
1,35,2532306.856763291,28.729968245055552,33.268590276813825,135.6561929089815,4.874667314585686,1.8172228989039019,665.6282563268325,0.8452426276195654,0
1,36,2532306.0606041546,24.242424439254403,29.891518758039435,121.88539300416971,4.727733000774523,1.8618689469568634,682.1716398566658,0.9372676952485662,2
