,Susceptibles,Total infectados,Graves,Críticos,Leves,Recuperados,Rt,Recuento_zonas,0-9,10-19,20-39,40-59,>60,En_cuarentena,Restringido_movilidad,Vivos,Día,Contactos_prom_trabajo,Contactos_prom_transporte,Contactos_prom_casa,Contactos_prom_trabajo_conm,Contactos_prom_transporte_conm,Contactos_prom_casa_conm,Nuevos_infectados,Detectados,En_testing,En_cama,En_UCI,Detectados_por_intervencion,#Intervenidos,porcentaje_edad_activa_por_zona,porcentaje_edad_activa,tasa_letalidad_por_zona,tasa_letalidad,total_muertos,total_muertos_por_zona
43,19970,953,20,3,930,1280,0.39244491080797483,"{'De la virgen y turistica': [6439, 0, 0, 560, 34, 0, 9, 0, 8, 1, 0, 1, 710, 0, 0], 'Industrial de la bahia': [7568, 0, 0, 258, 19, 0, 7, 0, 5, 2, 0, 2, 445, 0, 2], 'Historica y del caribe norte': [5963, 0, 0, 112, 7, 0, 4, 0, 3, 0, 0, 0, 125, 0, 2]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3435, 0, 0, 31, 2, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0]","[6330, 0, 0, 492, 38, 0, 3, 0, 3, 0, 0, 0, 507, 0, 0]","[4238, 0, 0, 306, 14, 0, 11, 0, 9, 1, 0, 1, 372, 0, 0]","[2511, 0, 0, 101, 6, 0, 6, 0, 4, 2, 0, 2, 126, 0, 4]","[15707, 583, 14, 3, 941]","[0, 0, 0, 0, 0]",22203,43,0.9684727289105076,0.5611854253929649,0.42242039364049905,4.339656912209889,2.5146316851664983,1.8928355196770938,60,23,4,21,3,0,0,"{'De la virgen y turistica': 0.0006477522995206633, 'Industrial de la bahia': 0.0007246376811594203, 'Historica y del caribe norte': 0.0003223726627981947}",0.0005855064630905733,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
44,19900,971,20,2,949,1332,0.40370751802265703,"{'De la virgen y turistica': [6392, 0, 0, 574, 41, 0, 9, 0, 8, 1, 0, 1, 743, 0, 0], 'Industrial de la bahia': [7553, 0, 0, 260, 15, 0, 7, 0, 6, 1, 0, 1, 459, 0, 3], 'Historica y del caribe norte': [5955, 0, 0, 115, 8, 0, 4, 0, 3, 0, 0, 0, 130, 0, 2]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3435, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0]","[6294, 0, 0, 498, 39, 0, 3, 0, 3, 0, 0, 0, 537, 0, 0]","[4211, 0, 0, 319, 14, 0, 11, 0, 10, 0, 0, 0, 387, 0, 1]","[2504, 0, 0, 103, 11, 0, 6, 0, 4, 2, 0, 2, 131, 0, 4]","[15140, 519, 10, 2, 903]","[0, 0, 0, 0, 0]",22203,44,1.2119983785974868,0.6938251587623294,0.5030851686709004,4.780600461893765,2.7367205542725173,1.9843666725883815,64,24,3,22,3,0,0,"{'De la virgen y turistica': 0.0006477522995206633, 'Industrial de la bahia': 0.0008454106280193237, 'Historica y del caribe norte': 0.0003223726627981947}",0.0006305454217898482,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
45,19821,981,21,2,958,1401,0.38634046890927626,"{'De la virgen y turistica': [6355, 0, 0, 566, 41, 0, 9, 0, 7, 1, 0, 1, 788, 0, 1], 'Industrial de la bahia': [7523, 0, 0, 277, 23, 0, 7, 0, 6, 1, 0, 1, 472, 0, 3], 'Historica y del caribe norte': [5943, 0, 0, 115, 8, 0, 5, 0, 3, 0, 0, 0, 141, 0, 2]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3434, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0]","[6247, 0, 0, 507, 39, 0, 3, 0, 2, 0, 0, 0, 575, 0, 1]","[4184, 0, 0, 323, 28, 0, 11, 0, 10, 0, 0, 0, 410, 0, 1]","[2500, 0, 0, 99, 5, 0, 7, 0, 4, 2, 0, 2, 138, 0, 4]","[14966, 516, 16, 1, 968]","[0, 0, 0, 0, 0]",22203,45,1.2535693374769175,0.7283700400846732,0.5248840246813493,4.852336122733612,2.819386331938633,2.0317294281729428,72,24,5,23,2,0,0,"{'De la virgen y turistica': 0.0006477522995206633, 'Industrial de la bahia': 0.0008454106280193237, 'Historica y del caribe norte': 0.0003223726627981947}",0.0006305454217898482,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
46,19755,974,22,1,951,1474,0.3809034907597536,"{'De la virgen y turistica': [6319, 0, 0, 555, 43, 0, 11, 0, 7, 1, 0, 1, 833, 0, 1], 'Industrial de la bahia': [7500, 0, 0, 278, 32, 0, 7, 0, 7, 0, 0, 0, 495, 0, 4], 'Historica y del caribe norte': [5936, 0, 0, 118, 13, 0, 4, 0, 2, 0, 0, 0, 146, 0, 3]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3432, 0, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0]","[6210, 0, 0, 512, 51, 0, 5, 0, 2, 0, 0, 0, 605, 0, 1]","[4165, 0, 0, 312, 31, 0, 10, 0, 10, 0, 0, 0, 441, 0, 2]","[2492, 0, 0, 101, 5, 0, 7, 0, 4, 1, 0, 1, 145, 0, 5]","[15121, 552, 11, 1, 980]","[0, 0, 0, 0, 0]",22203,46,1.2040715218664144,0.680808899698239,0.5022294284556141,4.827374503430842,2.72950523654749,2.013542795232936,88,25,6,27,2,0,0,"{'De la virgen y turistica': 0.0006477522995206633, 'Industrial de la bahia': 0.000966183574879227, 'Historica y del caribe norte': 0.0003223726627981947}",0.0006755843804891231,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
47,19681,988,23,1,964,1534,0.36538461538461536,"{'De la virgen y turistica': [6274, 0, 0, 564, 40, 0, 11, 0, 8, 1, 0, 1, 869, 0, 1], 'Industrial de la bahia': [7477, 0, 0, 282, 19, 0, 8, 0, 7, 0, 0, 0, 513, 0, 4], 'Historica y del caribe norte': [5930, 0, 0, 118, 6, 0, 4, 0, 3, 0, 0, 0, 152, 0, 3]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3430, 0, 0, 26, 4, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0]","[6167, 0, 0, 526, 37, 0, 5, 0, 2, 0, 0, 0, 634, 0, 1]","[4141, 0, 0, 315, 18, 0, 11, 0, 10, 0, 0, 0, 461, 0, 2]","[2487, 0, 0, 97, 6, 0, 7, 0, 6, 1, 0, 1, 154, 0, 5]","[14901, 539, 16, 0, 1032]","[0, 0, 0, 0, 0]",22203,47,1.2373553123451786,0.7266585596541008,0.5180831419177588,4.807174103237095,2.8230971128608924,2.0127734033245845,65,27,5,28,2,0,0,"{'De la virgen y turistica': 0.0006477522995206633, 'Industrial de la bahia': 0.000966183574879227, 'Historica y del caribe norte': 0.0003223726627981947}",0.0006755843804891231,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
48,19584,1027,24,1,1002,1592,0.38266796494644595,"{'De la virgen y turistica': [6213, 0, 0, 588, 53, 0, 13, 0, 8, 1, 0, 1, 904, 0, 1], 'Industrial de la bahia': [7455, 0, 0, 289, 21, 0, 7, 0, 6, 0, 0, 0, 529, 0, 5], 'Historica y del caribe norte': [5916, 0, 0, 125, 11, 0, 4, 0, 3, 0, 0, 0, 159, 0, 3]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3428, 0, 0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0]","[6123, 0, 0, 542, 44, 0, 5, 0, 2, 0, 0, 0, 662, 0, 1]","[4102, 0, 0, 334, 30, 0, 10, 0, 9, 0, 0, 0, 482, 0, 3]","[2475, 0, 0, 99, 10, 0, 9, 0, 6, 1, 0, 1, 162, 0, 5]","[14884, 550, 17, 1, 1063]","[0, 0, 0, 0, 0]",22203,48,1.2253299103724722,0.7161644822771698,0.5096158176822951,4.783052039381153,2.795534458509142,1.9892756680731365,85,27,7,30,2,0,0,"{'De la virgen y turistica': 0.0006477522995206633, 'Industrial de la bahia': 0.000966183574879227, 'Historica y del caribe norte': 0.0003223726627981947}",0.0006755843804891231,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
49,19503,1052,21,1,1030,1648,0.3887832699619772,"{'De la virgen y turistica': [6169, 0, 0, 600, 46, 0, 12, 0, 8, 1, 0, 1, 937, 0, 2], 'Industrial de la bahia': [7434, 0, 0, 295, 23, 0, 7, 0, 6, 0, 0, 0, 544, 0, 5], 'Historica y del caribe norte': [5900, 0, 0, 135, 13, 0, 2, 0, 2, 0, 0, 0, 167, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3426, 0, 0, 28, 3, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0]","[6083, 0, 0, 554, 39, 0, 4, 0, 2, 0, 0, 0, 691, 0, 2]","[4072, 0, 0, 349, 33, 0, 10, 0, 9, 0, 0, 0, 497, 0, 3]","[2466, 0, 0, 99, 7, 0, 7, 0, 5, 1, 0, 1, 173, 0, 7]","[14828, 565, 12, 0, 1123]","[0, 0, 0, 0, 0]",22203,49,1.2242940143223888,0.7216592352384813,0.515155609602306,4.789955947136564,2.8234361233480176,2.0155066079295154,82,29,5,31,2,0,0,"{'De la virgen y turistica': 0.0006477522995206633, 'Industrial de la bahia': 0.000966183574879227, 'Historica y del caribe norte': 0.00048355899419729207}",0.000720623339188398,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
50,19429,1066,22,1,1043,1708,0.3780487804878049,"{'De la virgen y turistica': [6122, 0, 0, 615, 48, 0, 12, 0, 10, 1, 0, 1, 969, 0, 2], 'Industrial de la bahia': [7417, 0, 0, 287, 18, 0, 8, 0, 6, 0, 0, 0, 568, 0, 5], 'Historica y del caribe norte': [5890, 0, 0, 141, 12, 0, 2, 0, 2, 0, 0, 0, 171, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3425, 0, 0, 24, 1, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0]","[6038, 0, 0, 569, 40, 0, 4, 0, 4, 0, 0, 0, 721, 0, 2]","[4048, 0, 0, 353, 29, 0, 10, 0, 9, 0, 0, 0, 517, 0, 3]","[2462, 0, 0, 97, 8, 0, 8, 0, 5, 1, 0, 1, 178, 0, 7]","[15211, 614, 16, 1, 1193]","[0, 0, 0, 0, 0]",22203,50,1.0415709588794306,0.6040625140746746,0.4359320812502815,4.47484520123839,2.595201238390093,1.8728715170278638,78,31,4,32,1,0,0,"{'De la virgen y turistica': 0.0009068532193289286, 'Industrial de la bahia': 0.000966183574879227, 'Historica y del caribe norte': 0.00048355899419729207}",0.0008107012565869477,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
51,19322,1122,23,1,1098,1759,0.3859180035650624,"{'De la virgen y turistica': [6067, 0, 0, 636, 46, 0, 13, 0, 9, 1, 0, 1, 1002, 0, 3], 'Industrial de la bahia': [7390, 0, 0, 302, 26, 0, 8, 0, 6, 0, 0, 0, 580, 0, 6], 'Historica y del caribe norte': [5865, 0, 0, 160, 15, 0, 2, 0, 2, 0, 0, 0, 177, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3423, 0, 0, 23, 2, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0]","[5971, 0, 0, 610, 51, 0, 5, 0, 4, 0, 0, 0, 746, 0, 2]","[4019, 0, 0, 361, 24, 0, 10, 0, 8, 0, 0, 0, 538, 0, 5]","[2453, 0, 0, 104, 10, 0, 8, 0, 5, 1, 0, 1, 180, 0, 7]","[14464, 565, 9, 1, 1134]","[0, 0, 0, 0, 0]",22203,51,1.3709408638472278,0.7906589199657704,0.5528532180335991,5.047927031509121,2.9112769485903813,2.0356550580431176,87,32,6,34,1,0,0,"{'De la virgen y turistica': 0.0009068532193289286, 'Industrial de la bahia': 0.0010869565217391304, 'Historica y del caribe norte': 0.00048355899419729207}",0.0008557402152862226,"{'De la virgen y turistica': 0.0, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.0,0,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
52,19214,1145,22,1,1122,1843,0.3860262008733624,"{'De la virgen y turistica': [6003, 0, 0, 650, 68, 0, 12, 0, 10, 1, 0, 1, 1052, 0, 4], 'Industrial de la bahia': [7367, 0, 0, 305, 23, 0, 8, 0, 6, 0, 0, 0, 600, 0, 6], 'Historica y del caribe norte': [5844, 0, 0, 167, 27, 0, 2, 0, 2, 0, 0, 0, 191, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3420, 0, 0, 23, 2, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0]","[5912, 0, 0, 623, 73, 0, 5, 0, 4, 0, 0, 0, 792, 0, 2]","[3981, 0, 0, 373, 34, 0, 10, 0, 8, 0, 0, 0, 564, 0, 5]","[2445, 0, 0, 103, 9, 0, 7, 0, 6, 1, 0, 1, 189, 0, 8]","[14272, 564, 16, 1, 1167]","[0, 0, 0, 0, 0]",22202,52,1.4611746689487433,0.8329880190973786,0.5785064408611836,5.247654480750566,2.9915884826916854,2.0776447751536717,118,34,4,34,1,0,0,"{'De la virgen y turistica': 0.0010365379632029023, 'Industrial de la bahia': 0.0010869565217391304, 'Historica y del caribe norte': 0.00048355899419729207}",0.0009007791739854974,"{'De la virgen y turistica': 0.0625, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.02857142857142857,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
53,19114,1183,24,1,1158,1905,0.4015215553677092,"{'De la virgen y turistica': [5955, 0, 0, 655, 50, 0, 13, 0, 10, 1, 0, 1, 1094, 0, 4], 'Industrial de la bahia': [7332, 0, 0, 326, 30, 0, 8, 0, 6, 0, 0, 0, 614, 0, 6], 'Historica y del caribe norte': [5827, 0, 0, 177, 16, 0, 3, 0, 2, 0, 0, 0, 197, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3419, 0, 0, 23, 1, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0]","[5853, 0, 0, 645, 56, 0, 6, 0, 4, 0, 0, 0, 828, 0, 2]","[3952, 0, 0, 383, 35, 0, 11, 0, 8, 0, 0, 0, 582, 0, 5]","[2434, 0, 0, 107, 4, 0, 7, 0, 6, 1, 0, 1, 196, 0, 8]","[14332, 578, 17, 1, 1191]","[0, 0, 0, 0, 0]",22202,53,1.4046932708764976,0.8164579767588506,0.5585532834879741,5.126911063619924,2.979944106526385,2.038632253822127,96,34,6,34,1,0,0,"{'De la virgen y turistica': 0.0010365379632029023, 'Industrial de la bahia': 0.0010869565217391304, 'Historica y del caribe norte': 0.00048355899419729207}",0.0009007791739854974,"{'De la virgen y turistica': 0.0625, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.02857142857142857,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
54,19005,1208,23,1,1184,1989,0.3791390728476821,"{'De la virgen y turistica': [5885, 0, 0, 675, 60, 0, 12, 0, 9, 1, 0, 1, 1145, 0, 5], 'Industrial de la bahia': [7303, 0, 0, 332, 35, 0, 8, 0, 7, 0, 0, 0, 637, 0, 6], 'Historica y del caribe norte': [5817, 0, 0, 177, 15, 0, 3, 0, 2, 0, 0, 0, 207, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3418, 0, 0, 21, 2, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0]","[5799, 0, 0, 654, 60, 0, 6, 0, 4, 0, 0, 0, 873, 0, 2]","[3911, 0, 0, 395, 37, 0, 11, 0, 8, 0, 0, 0, 611, 0, 5]","[2421, 0, 0, 114, 11, 0, 6, 0, 6, 1, 0, 1, 203, 0, 9]","[13823, 576, 15, 1, 1157]","[0, 0, 0, 0, 0]",22202,54,1.610350418881182,0.9487883974416719,0.6447166921898928,5.392609351432881,3.1772247360482653,2.158974358974359,110,35,5,34,1,0,0,"{'De la virgen y turistica': 0.0010365379632029023, 'Industrial de la bahia': 0.0010869565217391304, 'Historica y del caribe norte': 0.00048355899419729207}",0.0009007791739854974,"{'De la virgen y turistica': 0.0625, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.027777777777777776,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
55,18964,1179,25,1,1153,2059,0.3621713316369805,"{'De la virgen y turistica': [5861, 0, 0, 658, 44, 0, 14, 0, 11, 1, 0, 1, 1184, 0, 5], 'Industrial de la bahia': [7292, 0, 0, 318, 15, 0, 8, 0, 8, 0, 0, 0, 662, 0, 6], 'Historica y del caribe norte': [5811, 0, 0, 177, 10, 0, 3, 0, 2, 0, 0, 0, 213, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3418, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0]","[5776, 0, 0, 640, 31, 0, 6, 0, 5, 0, 0, 0, 910, 0, 2]","[3897, 0, 0, 381, 26, 0, 12, 0, 10, 0, 0, 0, 638, 0, 5]","[2417, 0, 0, 112, 12, 0, 7, 0, 6, 1, 0, 1, 208, 0, 9]","[16103, 814, 21, 1, 1597]","[0, 0, 0, 0, 0]",22202,55,0.5617511935861634,0.3238897396630934,0.2845239167642555,3.4020731042007637,1.9615384615384615,1.7231314784506273,69,38,4,34,1,0,0,"{'De la virgen y turistica': 0.001295672454003628, 'Industrial de la bahia': 0.0012077294685990338, 'Historica y del caribe norte': 0.00048355899419729207}",0.0010358960500833222,"{'De la virgen y turistica': 0.05555555555555555, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.02564102564102564,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
56,18836,1247,22,2,1223,2119,0.3817161186848436,"{'De la virgen y turistica': [5795, 0, 0, 694, 44, 0, 12, 0, 8, 2, 0, 2, 1215, 0, 7], 'Industrial de la bahia': [7249, 0, 0, 347, 26, 0, 7, 0, 7, 0, 0, 0, 677, 0, 7], 'Historica y del caribe norte': [5792, 0, 0, 182, 13, 0, 3, 0, 2, 0, 0, 0, 227, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3414, 0, 0, 23, 3, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0]","[5700, 0, 0, 687, 47, 0, 6, 0, 5, 0, 0, 0, 939, 0, 2]","[3863, 0, 0, 393, 23, 0, 9, 0, 6, 2, 0, 2, 661, 0, 7]","[2403, 0, 0, 120, 10, 0, 7, 0, 6, 0, 0, 0, 215, 0, 10]","[13742, 571, 15, 0, 1259]","[0, 0, 0, 0, 0]",22202,56,1.6329609945049997,0.9534276191334115,0.6238176740834159,5.480725623582766,3.2,2.0937263794406653,83,38,5,34,1,0,0,"{'De la virgen y turistica': 0.001295672454003628, 'Industrial de la bahia': 0.0012077294685990338, 'Historica y del caribe norte': 0.00048355899419729207}",0.0010358960500833222,"{'De la virgen y turistica': 0.05555555555555555, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.02564102564102564,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
57,18809,1214,23,2,1189,2179,0.342668863261944,"{'De la virgen y turistica': [5783, 0, 0, 671, 42, 0, 14, 0, 9, 2, 0, 2, 1248, 0, 7], 'Industrial de la bahia': [7240, 0, 0, 337, 27, 0, 6, 0, 6, 0, 0, 0, 697, 0, 8], 'Historica y del caribe norte': [5786, 0, 0, 181, 11, 0, 3, 0, 3, 0, 0, 0, 234, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3413, 0, 0, 22, 1, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0]","[5689, 0, 0, 660, 47, 0, 6, 0, 6, 0, 0, 0, 977, 0, 2]","[3852, 0, 0, 389, 23, 0, 10, 0, 6, 2, 0, 2, 675, 0, 8]","[2399, 0, 0, 118, 9, 0, 7, 0, 6, 0, 0, 0, 221, 0, 10]","[15845, 838, 17, 2, 1652]","[0, 0, 0, 0, 0]",22202,57,0.6097198450590037,0.35298621745788666,0.31019727952436715,3.517931392931393,2.0366424116424118,1.7897609147609148,80,40,5,34,3,0,0,"{'De la virgen y turistica': 0.0014252396994039907, 'Industrial de la bahia': 0.0012077294685990338, 'Historica y del caribe norte': 0.0006447453255963894}",0.001125973967481872,"{'De la virgen y turistica': 0.05263157894736842, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.024390243902439025,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
58,18686,1275,23,2,1250,2241,0.36470588235294116,"{'De la virgen y turistica': [5715, 0, 0, 700, 40, 0, 14, 0, 9, 2, 0, 2, 1287, 0, 7], 'Industrial de la bahia': [7209, 0, 0, 353, 25, 0, 6, 0, 6, 0, 0, 0, 712, 0, 8], 'Historica y del caribe norte': [5762, 0, 0, 197, 10, 0, 3, 0, 3, 0, 0, 0, 242, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3408, 0, 0, 27, 4, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0]","[5637, 0, 0, 673, 33, 0, 6, 0, 6, 0, 0, 0, 1016, 0, 2]","[3805, 0, 0, 424, 29, 0, 10, 0, 6, 2, 0, 2, 687, 0, 8]","[2380, 0, 0, 126, 9, 0, 7, 0, 6, 0, 0, 0, 232, 0, 10]","[13520, 631, 12, 1, 1308]","[0, 0, 0, 0, 0]",22202,58,1.67543464552743,0.9841455724709486,0.6402576344473471,5.527191679049034,3.2466567607726597,2.112184249628529,75,40,5,34,3,0,0,"{'De la virgen y turistica': 0.0014252396994039907, 'Industrial de la bahia': 0.0012077294685990338, 'Historica y del caribe norte': 0.0006447453255963894}",0.001125973967481872,"{'De la virgen y turistica': 0.05263157894736842, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.024390243902439025,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
59,18566,1322,25,2,1295,2314,0.3895612708018154,"{'De la virgen y turistica': [5654, 0, 0, 719, 62, 0, 14, 0, 10, 2, 0, 2, 1329, 0, 8], 'Industrial de la bahia': [7168, 0, 0, 370, 28, 0, 7, 0, 6, 0, 0, 0, 735, 0, 8], 'Historica y del caribe norte': [5744, 0, 0, 206, 29, 0, 4, 0, 3, 0, 0, 0, 250, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3405, 0, 0, 30, 4, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0]","[5562, 0, 0, 708, 63, 0, 7, 0, 6, 0, 0, 0, 1055, 0, 2]","[3777, 0, 0, 423, 32, 0, 10, 0, 6, 2, 0, 2, 716, 0, 9]","[2366, 0, 0, 134, 20, 0, 8, 0, 7, 0, 0, 0, 237, 0, 10]","[13746, 621, 16, 2, 1449]","[0, 0, 0, 0, 0]",22202,59,1.5465273398792903,0.8826682280875596,0.6023781641293577,5.391959798994975,3.0774183417085426,2.1001884422110555,119,42,6,34,3,0,0,"{'De la virgen y turistica': 0.0015548069448043534, 'Industrial de la bahia': 0.0012077294685990338, 'Historica y del caribe norte': 0.0006447453255963894}",0.0011710129261811467,"{'De la virgen y turistica': 0.047619047619047616, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.023255813953488372,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
60,18456,1346,24,2,1320,2400,0.36775631500742945,"{'De la virgen y turistica': [5600, 0, 0, 731, 63, 0, 13, 0, 10, 2, 0, 2, 1372, 0, 9], 'Industrial de la bahia': [7127, 0, 0, 380, 51, 0, 7, 0, 6, 0, 0, 0, 766, 0, 8], 'Historica y del caribe norte': [5729, 0, 0, 209, 13, 0, 4, 0, 3, 0, 0, 0, 262, 0, 5]}","[3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0]","[3398, 0, 0, 36, 4, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0]","[5501, 0, 0, 719, 70, 0, 6, 0, 5, 0, 0, 0, 1106, 0, 3]","[3745, 0, 0, 425, 43, 0, 10, 0, 7, 2, 0, 2, 746, 0, 9]","[2356, 0, 0, 140, 10, 0, 8, 0, 7, 0, 0, 0, 241, 0, 10]","[13529, 650, 20, 1, 1393]","[0, 0, 0, 0, 0]",22202,60,1.6420592739392847,0.9548689307269616,0.6344023060985496,5.51626569829021,3.2077470116507794,2.1311847480708126,127,43,5,34,3,0,0,"{'De la virgen y turistica': 0.0016843741902047163, 'Industrial de la bahia': 0.0012077294685990338, 'Historica y del caribe norte': 0.0006447453255963894}",0.0012160518848804217,"{'De la virgen y turistica': 0.045454545454545456, 'Industrial de la bahia': 0.0, 'Historica y del caribe norte': 0.0}",0.022727272727272728,1,"{'De la virgen y turistica': 1, 'Industrial de la bahia': 0, 'Historica y del caribe norte': 2}"
