city,longitude,latitude,tapabocas,lavado,distanciamiento,contagio-nada,contagio-muy,mercado,trabajo,teletrabajo
Bogotá D.C.,-74.0753173828125,4.598327203100916,0.98,0.97,0.86,0.1433,0.3211,0.43,0.54,0.73
Cali,-76.51222229003906,3.431174857220211,0.97,0.93,0.82,0.1854,0.266,0.5,0.61,0.58
Medellín,-75.57838439941406,6.242268188654924,0.97,0.94,0.86,0.1014,0.3069,0.44,0.56,0.74
Cartagena,-75.52276611328125,10.415559833181524,0.98,0.94,0.82,0.2604,0.2083,0.6,0.7,0.46
Barranquilla,-74.8004150390625,10.997479134330888,0.98,0.95,0.89,0.2446,0.2142,0.52,0.65,0.58
