exp,Fecha,Graves,Críticos,Fallecidos,R0,Rt,Cuarentena
0,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0
0,2020-03-07,0.0,0.0,0.0,0.0002675155827826971,0.3384615384615385,0.0
0,2020-03-08,0.0,0.0,0.0,0.0007490436317915518,0.4556962025316456,0.0
0,2020-03-09,0.0,0.0,0.0,0.0011770685642438672,0.532608695652174,0.0
0,2020-03-10,0.0,0.0,0.0,0.0014445841470265644,0.5904761904761905,0.0
0,2020-03-11,0.0,0.0,0.0,0.0017656028463658008,0.6160714285714286,0.0
0,2020-03-12,8.025467483480912e-05,0.0,0.0,0.0019528637543136888,0.6559999999999999,0.0
0,2020-03-13,8.025467483480912e-05,0.0,0.0,0.0022471308953746555,0.6692307692307692,0.7673416976538884
0,2020-03-14,8.025467483480912e-05,0.0,0.0,0.002407640245044274,0.6838235294117647,0.7131430405821139
0,2020-03-15,8.025467483480912e-05,0.0,0.0,0.002568149594713892,0.6950354609929078,0.6988577084615178
0,2020-03-16,8.025467483480912e-05,0.0,0.0,0.002675155827826971,0.7054794520547946,0.5302158850753056
0,2020-03-17,8.025467483480912e-05,0.0,0.0,0.0028356651774965893,0.7152317880794702,0.6392017335009764
0,2020-03-18,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.0028891682940531288,0.7243589743589743,0.6494208287632754
0,2020-03-19,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.0031031807602792862,0.7295597484276729,0.642037398678473
0,2020-03-20,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.003129932318557556,0.3442622950819672,0.6462641448864397
0,2020-03-21,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.0032904416682271744,0.375,0.6940424279714293
0,2020-03-22,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.003370696343061983,0.4074074074074074,0.6255316872207806
0,2020-03-23,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.00369171504240122,0.4444444444444444,0.6222947486691099
0,2020-03-24,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.0037987212755142986,0.4557823129251701,0.6107380754928975
0,2020-03-25,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.0039057275086273775,0.4897959183673469,0.6003049677643723
0,2020-03-26,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.004199994649688344,0.5071428571428571,0.6056552794200262
0,2020-03-27,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.004521013349027581,0.556390977443609,0.6220807362028838
0,2020-03-28,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.004654771140418929,0.532258064516129,0.6641341858163238
0,2020-03-29,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.004735025815253738,0.5213675213675214,0.6280463336989379
0,2020-03-30,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.004868783606645087,0.543859649122807,0.6131189641796635
0,2020-03-31,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.005056044514592975,0.5363636363636364,0.6005992349054332
0,2020-04-01,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.005163050747706054,0.5137614678899083,0.6678259008587251
0,2020-04-02,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.005377063213932212,0.5272727272727272,0.6949252293946122
0,2020-04-03,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.005484069447045291,0.5137614678899083,0.6514806987507022
0,2020-04-04,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.005591075680158369,0.4811320754716981,0.6843316123164175
0,2020-04-05,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.005617827238436639,0.4862385321100918,0.5991011476418502
0,2020-04-06,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.0057783365881062575,0.4857142857142857,0.6002247130895375
0,2020-04-07,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.005831839704662797,0.4622641509433962,0.594125357802092
0,2020-04-08,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.006019100612610685,0.4622641509433962,0.5879457478398117
0,2020-04-09,5.3503116556539417e-05,2.6751558278269708e-05,0.0,0.006179609962280303,0.4862385321100918,0.5836654985152885
0,2020-04-10,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.006286616195393381,0.5,0.6027928626842514
0,2020-04-11,8.025467483480912e-05,2.6751558278269708e-05,0.0,0.006366870870228191,0.47,0.6623953345282363
0,2020-04-12,8.025467483480912e-05,0.0,0.0,0.006447125545063,0.4693877551020408,0.6058960434445306
0,2020-04-13,8.025467483480912e-05,0.0,0.0,0.006527380219897809,0.4891304347826087,0.6075278884995051
0,2020-04-14,8.025467483480912e-05,0.0,0.0,0.006634386453010888,0.5180722891566265,0.6100157834193842
0,2020-04-15,5.3503116556539417e-05,0.0,0.0,0.006687889569567427,0.42857142857142855,0.600572483347155
0,2020-04-16,5.3503116556539417e-05,0.0,0.0,0.006714641127845697,0.4342105263157895,0.5976565634948235
0,2020-04-17,5.3503116556539417e-05,0.0,0.0,0.0067681442444022365,0.4459459459459459,0.5708782536582756
0,2020-04-18,5.3503116556539417e-05,0.0,0.0,0.006901902035793585,0.4594594594594595,0.6508119097937455
0,2020-04-19,8.025467483480912e-05,0.0,0.0,0.007035659827184934,0.4459459459459459,0.56338781734036
0,2020-04-20,8.025467483480912e-05,0.0,0.0,0.007115914502019743,0.4492753623188406,0.5610871833284289
0,2020-04-21,5.3503116556539417e-05,0.0,0.0,0.007222920735132822,0.4558823529411765,0.534522885958107
0,2020-04-22,5.3503116556539417e-05,0.0,0.0,0.00738343008480244,0.4788732394366197,0.5129878815440999
