t,IH,X
182,146.381744,0.3
183,140.3350831,0.3
184,134.5137949,0.3
185,128.9112406,0.3
186,123.5212463,0.3
187,118.3378448,0.3
188,113.3538364,0.3
189,108.5632511,0.3
190,103.9598131,0.3
191,99.53907157,0.3
192,95.64241043,0.3
193,91.58233654,0.3
194,87.76070585,0.3
195,84.23188303,0.3
196,81.05137352,0.3
197,78.27954499,0.3
198,75.9688317,0.3
199,74.16674354,0.3
200,72.91656817,0.3
201,72.2518268,0.05
202,72.20584714,0.05
203,72.80971022,0.05
204,74.0965033,0.05
205,76.0991457,0.05
206,78.84672873,0.05
207,82.37191353,0.05
208,86.70409229,0.05
209,91.87270805,0.05
210,97.91467597,0.05
211,104.861115,0.05
212,112.7203312,0.05
213,121.3716464,0.05
214,130.5857318,0.05
215,140.0873542,0.05
216,149.5944269,0.05
217,158.8457403,0.05
218,167.6140128,0.05
219,175.7133908,0.05
220,182.9971375,0.05
221,189.3643622,0.05
222,194.7458508,0.05
223,199.1083564,0.05
224,202.4469501,0.05
225,204.7754189,0.05
226,206.1322661,0.05
227,206.5639767,0.05
228,206.1303648,0.05
229,204.8985342,0.05
230,202.9372923,0.05
231,200.3220797,0.05
232,197.1244562,0.05
233,193.4167883,0.05
234,189.2691224,0.05
235,184.7466295,0.05
236,179.9130394,0.05
237,174.8262893,0.05
238,169.5406268,0.05
239,164.1057983,0.05
240,158.5664661,0.05
241,152.9633378,0.05
242,147.3323471,0.05
243,141.7056987,0.05
244,136.1117607,0.05
245,130.5753096,0.05
246,125.1174193,0.05
247,119.7563242,0.05
248,114.5072002,0.05
249,109.3823767,0.05
250,104.3927025,0.3
251,99.54603249,0.3
252,94.85072979,0.3
253,90.32494212,0.3
254,85.99959641,0.3
255,81.91245331,0.3
256,78.0992368,0.3
257,74.59507285,0.3
258,71.42760581,0.3
259,68.61757092,0.3
260,66.18161489,0.3
261,64.1279364,0.3
262,62.46220863,0.3
263,61.18721694,0.3
264,60.30315466,0.3
265,59.80895608,0.3
266,59.70020242,0.3
267,59.97288537,0.3
268,60.62155232,0.3
269,61.639403,0.3
270,63.02335448,0.3
271,64.76795042,0.3
272,66.86892876,0.3
273,69.32239277,0.3
274,72.12298682,0.3
275,75.26717386,0.3
276,78.74944342,0.3
277,82.56719928,0.3
278,86.71640481,0.3
279,91.19161738,0.3
280,95.9886537,0.3
281,101.0999743,0.3
282,106.515284,0.3
283,112.1803261,0.3
284,117.9714797,0.3
285,123.7307426,0.3
286,129.2942331,0.05
287,134.5095696,0.05
288,139.2455017,0.05
289,143.2141276,0.05
290,146.629134,0.05
291,149.4737129,0.05
292,151.5864625,0.05
293,152.9593836,0.05
294,153.6063331,0.05
295,153.5534847,0.05
296,152.8380496,0.05
297,151.5068261,0.05
298,149.7990165,0.05
299,147.6427215,0.05
300,144.985247,0.05
301,141.8185905,0.05
302,138.3055836,0.05
303,134.5017287,0.05
304,130.4586958,0.05
305,126.2255603,0.05
306,121.8479544,0.05
307,117.3671379,0.05
308,112.8213914,0.05
309,108.2439158,0.05
310,103.7672872,0.05
311,99.29906552,0.05
312,94.97850374,0.05
313,90.54661203,0.05
314,86.22996404,0.05
315,82.06815816,0.05
316,78.09484907,0.05
317,74.33980738,0.05
318,70.82722369,0.05
319,67.57438408,0.05
320,64.59399877,0.05
321,61.89025567,0.3
322,59.4641383,0.3
323,57.31211369,0.3
324,55.42780844,0.3
325,53.80458758,0.3
326,52.43250068,0.3
327,51.30122382,0.3
328,50.39949307,0.3
329,49.71406335,0.3
330,49.23268784,0.3
331,48.94276977,0.3
332,48.83316654,0.3
333,48.89287403,0.3
334,49.11054172,0.3
335,49.47610996,0.3
336,49.97835998,0.3
337,50.60762129,0.3
338,51.35524072,0.3
339,52.21279293,0.3
340,53.17282659,0.3
341,54.22773468,0.3
342,55.37034331,0.3
343,56.59337334,0.3
344,57.89018163,0.3
345,59.25514774,0.3
346,60.68258716,0.3
347,62.09074827,0.3
348,63.56261433,0.3
349,65.12010457,0.3
350,66.70045215,0.3
351,68.29683274,0.3
352,69.89749207,0.3
353,71.42572626,0.3
354,73.01480704,0.3
355,74.5779055,0.3
356,76.1046408,0.3
357,77.58383981,0.3
358,79.00923877,0.3
359,80.37377883,0.3
360,81.67156084,0.3
361,82.89646484,0.3
362,84.0433951,0.3
363,85.10755509,0.3
364,86.08753391,0.3
365,86.98167523,0.3
