Departamento,Municipio,Cantidad,Tipo
Tolima,ESPINAL,17,UCI
Tolima,ESPINAL,210,General
Tolima,FALAN,11,General
Tolima,FLANDES,11,General
Tolima,FRESNO,30,General
Tolima,GUAMO,25,General
Tolima,HERVEO,9,General
Tolima,HONDA,11,UCI
Tolima,HONDA,97,General
Tolima,IBAGUÉ,181,UCI
Tolima,IBAGUÉ,1457,General
Tolima,ICONONZO,13,General
Tolima,LÉRIDA,149,General
Tolima,LÍBANO,17,UCI
Tolima,LÍBANO,104,General
Tolima,MARIQUITA,6,UCI
Tolima,MARIQUITA,71,General
Tolima,MELGAR,19,General
Tolima,MURILLO,7,General
Tolima,NATAGAIMA,23,General
Tolima,ORTEGA,25,General
Tolima,PALOCABILDO,11,General
Tolima,PIEDRAS,6,General
Tolima,PLANADAS,31,General
Tolima,PRADO,9,General
Tolima,PURIFICACIÓN,42,General
Tolima,RIOBLANCO,18,General
Tolima,RONCESVALLES,9,General
Tolima,ROVIRA,15,General
Tolima,SALDAÑA,10,General
Tolima,SAN ANTONIO,11,General
Tolima,SAN LUIS,8,General
Tolima,SANTA ISABEL,7,General
Tolima,SUÁREZ,7,General
Tolima,VALLE DE SAN JUAN,9,General
Tolima,VENADILLO,24,General
Tolima,VILLAHERMOSA,10,General
Tolima,VILLARRICA,10,General
Valle del cauca,ALCALÁ,14,General
Valle del cauca,ANDALUCÍA,18,General
Valle del cauca,ANSERMANUEVO,14,General
Valle del cauca,ARGELIA,9,General
Valle del cauca,BOLÍVAR,15,General
Valle del cauca,BUENAVENTURA,18,UCI
Valle del cauca,BUENAVENTURA,353,General
Valle del cauca,BUGALAGRANDE,17,General
Valle del cauca,CAICEDONIA,27,General
Valle del cauca,CALI,843,UCI
Valle del cauca,CALI,6701,General
Valle del cauca,CALIMA,15,General
Valle del cauca,CANDELARIA,29,General
Valle del cauca,CARTAGO,11,UCI
Valle del cauca,CARTAGO,267,General
Valle del cauca,DAGUA,19,General
Valle del cauca,EL CAIRO,15,General
Valle del cauca,EL CERRITO,32,General
Valle del cauca,EL DOVIO,10,General
Valle del cauca,EL ÁGUILA,12,General
Valle del cauca,FLORIDA,56,General
Valle del cauca,GINEBRA,14,General
Valle del cauca,GUACARÍ,15,General
Valle del cauca,GUADALAJARA DE BUGA,47,UCI
Valle del cauca,GUADALAJARA DE BUGA,349,General
Valle del cauca,JAMUNDÍ,150,General
Valle del cauca,LA CUMBRE,14,General
Valle del cauca,LA UNIÓN,24,General
Valle del cauca,LA VICTORIA,17,General
Valle del cauca,OBANDO,13,General
Valle del cauca,PALMIRA,65,UCI
Valle del cauca,PALMIRA,526,General
Valle del cauca,PRADERA,24,General
Valle del cauca,RESTREPO,11,General
Valle del cauca,RIOFRÍO,17,General
Valle del cauca,ROLDANILLO,46,General
Valle del cauca,SAN PEDRO,14,General
Valle del cauca,SEVILLA,41,General
Valle del cauca,TORO,15,General
Valle del cauca,TRUJILLO,13,General
Valle del cauca,TULUÁ,61,UCI
Valle del cauca,TULUÁ,690,General
Valle del cauca,ULLOA,9,General
Valle del cauca,VERSALLES,12,General
Valle del cauca,VIJES,11,General
Valle del cauca,YOTOCO,10,General
Valle del cauca,YUMBO,46,General
Valle del cauca,ZARZAL,52,General
Vaupés,CARURU,3,General
Vaupés,MITÚ,15,General
Vaupés,TARAIRA,3,General
Vichada,CUMARIBO,23,General
Vichada,LA PRIMAVERA,14,General
Vichada,PUERTO CARREÑO,0,UCI
Vichada,PUERTO CARREÑO,42,General
Vichada,SANTA ROSALÍA,14,General
